"","AGEG","STATE","SEX","IMPRACE","METSD","Freq","YEAR"
"13179","35-44","5","Female","NH NA/AN","Yes",0,2013
"13180","45-54","5","Female","NH NA/AN","Yes",225.455683103982,2013
"13181","55-64","5","Female","NH NA/AN","Yes",881.079203727641,2013
"13182",">65","5","Female","NH NA/AN","Yes",1457.14768838654,2013
"13183","18-24","6","Female","NH NA/AN","Yes",0,2013
"13184","25-34","6","Female","NH NA/AN","Yes",0,2013
"13185","35-44","6","Female","NH NA/AN","Yes",2946.64790543433,2013
"13186","45-54","6","Female","NH NA/AN","Yes",2330.00945404998,2013
"13187","55-64","6","Female","NH NA/AN","Yes",15846.788916443,2013
"13188",">65","6","Female","NH NA/AN","Yes",7047.79583885989,2013
"13189","18-24","8","Female","NH NA/AN","Yes",0,2013
"13190","25-34","8","Female","NH NA/AN","Yes",0,2013
"13191","35-44","8","Female","NH NA/AN","Yes",357.212727151518,2013
"13192","45-54","8","Female","NH NA/AN","Yes",0,2013
"13193","55-64","8","Female","NH NA/AN","Yes",73.0602999780174,2013
"13194",">65","8","Female","NH NA/AN","Yes",1742.7007840132,2013
"13195","18-24","9","Female","NH NA/AN","Yes",101.899615328286,2013
"13196","25-34","9","Female","NH NA/AN","Yes",0,2013
"13197","35-44","9","Female","NH NA/AN","Yes",0,2013
"13198","45-54","9","Female","NH NA/AN","Yes",0,2013
"13199","55-64","9","Female","NH NA/AN","Yes",0,2013
"13200",">65","9","Female","NH NA/AN","Yes",424.359489595995,2013
"13201","18-24","10","Female","NH NA/AN","Yes",0,2013
"13202","25-34","10","Female","NH NA/AN","Yes",0,2013
"13203","35-44","10","Female","NH NA/AN","Yes",66.9212406155878,2013
"13204","45-54","10","Female","NH NA/AN","Yes",18.0560520152794,2013
"13205","55-64","10","Female","NH NA/AN","Yes",426.741017211584,2013
"13206",">65","10","Female","NH NA/AN","Yes",156.614261500836,2013
"13207","18-24","11","Female","NH NA/AN","Yes",0,2013
"13208","25-34","11","Female","NH NA/AN","Yes",0,2013
"13209","35-44","11","Female","NH NA/AN","Yes",0,2013
"13210","45-54","11","Female","NH NA/AN","Yes",0,2013
"13211","55-64","11","Female","NH NA/AN","Yes",0,2013
"13212",">65","11","Female","NH NA/AN","Yes",0,2013
"13213","18-24","12","Female","NH NA/AN","Yes",0,2013
"13214","25-34","12","Female","NH NA/AN","Yes",0,2013
"13215","35-44","12","Female","NH NA/AN","Yes",210.361763803941,2013
"13216","45-54","12","Female","NH NA/AN","Yes",1331.33652999966,2013
"13217","55-64","12","Female","NH NA/AN","Yes",2418.52436197172,2013
"13218",">65","12","Female","NH NA/AN","Yes",3216.62236230582,2013
"13219","18-24","13","Female","NH NA/AN","Yes",0,2013
"13220","25-34","13","Female","NH NA/AN","Yes",0,2013
"13221","35-44","13","Female","NH NA/AN","Yes",112.668620198458,2013
"13222","45-54","13","Female","NH NA/AN","Yes",101.379376779434,2013
"13223","55-64","13","Female","NH NA/AN","Yes",320.285411475725,2013
"13224",">65","13","Female","NH NA/AN","Yes",808.926849283495,2013
"13225","18-24","15","Female","NH NA/AN","Yes",0,2013
"13226","25-34","15","Female","NH NA/AN","Yes",0,2013
"13227","35-44","15","Female","NH NA/AN","Yes",0,2013
"13228","45-54","15","Female","NH NA/AN","Yes",0,2013
"13229","55-64","15","Female","NH NA/AN","Yes",0,2013
"13230",">65","15","Female","NH NA/AN","Yes",0,2013
"13231","18-24","16","Female","NH NA/AN","Yes",0,2013
"13232","25-34","16","Female","NH NA/AN","Yes",159.646920975758,2013
"13233","35-44","16","Female","NH NA/AN","Yes",0,2013
"13234","45-54","16","Female","NH NA/AN","Yes",558.719970919748,2013
"13235","55-64","16","Female","NH NA/AN","Yes",338.304477286728,2013
"13236",">65","16","Female","NH NA/AN","Yes",85.5608442149853,2013
"13237","18-24","17","Female","NH NA/AN","Yes",0,2013
"13238","25-34","17","Female","NH NA/AN","Yes",0,2013
"13239","35-44","17","Female","NH NA/AN","Yes",0,2013
"13240","45-54","17","Female","NH NA/AN","Yes",158.376341398567,2013
"13241","55-64","17","Female","NH NA/AN","Yes",381.303258033403,2013
"13242",">65","17","Female","NH NA/AN","Yes",1080.49688928924,2013
"13243","18-24","18","Female","NH NA/AN","Yes",0,2013
"13244","25-34","18","Female","NH NA/AN","Yes",0,2013
"13245","35-44","18","Female","NH NA/AN","Yes",2992.57373069841,2013
"13246","45-54","18","Female","NH NA/AN","Yes",87.4204470914515,2013
"13247","55-64","18","Female","NH NA/AN","Yes",295.386558451832,2013
"13248",">65","18","Female","NH NA/AN","Yes",517.454199661145,2013
"13249","18-24","19","Female","NH NA/AN","Yes",0,2013
"13250","25-34","19","Female","NH NA/AN","Yes",0,2013
"13251","35-44","19","Female","NH NA/AN","Yes",0,2013
"13252","45-54","19","Female","NH NA/AN","Yes",533.83896196572,2013
"13253","55-64","19","Female","NH NA/AN","Yes",0,2013
"13254",">65","19","Female","NH NA/AN","Yes",0,2013
"13255","18-24","20","Female","NH NA/AN","Yes",0,2013
"13256","25-34","20","Female","NH NA/AN","Yes",0,2013
"13257","35-44","20","Female","NH NA/AN","Yes",201.090225454269,2013
"13258","45-54","20","Female","NH NA/AN","Yes",1200.61118561071,2013
"13259","55-64","20","Female","NH NA/AN","Yes",641.695181138463,2013
"13260",">65","20","Female","NH NA/AN","Yes",1380.91496227365,2013
"13261","18-24","21","Female","NH NA/AN","Yes",0,2013
"13262","25-34","21","Female","NH NA/AN","Yes",0,2013
"13263","35-44","21","Female","NH NA/AN","Yes",0,2013
"13264","45-54","21","Female","NH NA/AN","Yes",696.276699487204,2013
"13265","55-64","21","Female","NH NA/AN","Yes",283.26420545575,2013
"13266",">65","21","Female","NH NA/AN","Yes",242.474662768261,2013
"13267","18-24","22","Female","NH NA/AN","Yes",0,2013
"13268","25-34","22","Female","NH NA/AN","Yes",0,2013
"13269","35-44","22","Female","NH NA/AN","Yes",0,2013
"13270","45-54","22","Female","NH NA/AN","Yes",2102.34508324536,2013
"13271","55-64","22","Female","NH NA/AN","Yes",2720.98450631321,2013
"13272",">65","22","Female","NH NA/AN","Yes",1674.43220062102,2013
"13273","18-24","23","Female","NH NA/AN","Yes",0,2013
"13274","25-34","23","Female","NH NA/AN","Yes",0,2013
"13275","35-44","23","Female","NH NA/AN","Yes",720.614450220179,2013
"13276","45-54","23","Female","NH NA/AN","Yes",452.928065467308,2013
"13277","55-64","23","Female","NH NA/AN","Yes",71.6099785514497,2013
"13278",">65","23","Female","NH NA/AN","Yes",222.781791723167,2013
"13279","18-24","24","Female","NH NA/AN","Yes",0,2013
"13280","25-34","24","Female","NH NA/AN","Yes",645.215563680922,2013
"13281","35-44","24","Female","NH NA/AN","Yes",553.507770572599,2013
"13282","45-54","24","Female","NH NA/AN","Yes",560.333860486309,2013
"13283","55-64","24","Female","NH NA/AN","Yes",0,2013
"13284",">65","24","Female","NH NA/AN","Yes",264.359985637468,2013
"13285","18-24","25","Female","NH NA/AN","Yes",0,2013
"13286","25-34","25","Female","NH NA/AN","Yes",0,2013
"13287","35-44","25","Female","NH NA/AN","Yes",0,2013
"13288","45-54","25","Female","NH NA/AN","Yes",350.51836232703,2013
"13289","55-64","25","Female","NH NA/AN","Yes",55.8257692130201,2013
"13290",">65","25","Female","NH NA/AN","Yes",457.387263354221,2013
"13291","18-24","26","Female","NH NA/AN","Yes",0,2013
"13292","25-34","26","Female","NH NA/AN","Yes",0,2013
"13293","35-44","26","Female","NH NA/AN","Yes",339.77261901241,2013
"13294","45-54","26","Female","NH NA/AN","Yes",311.022543366925,2013
"13295","55-64","26","Female","NH NA/AN","Yes",4569.40796018589,2013
"13296",">65","26","Female","NH NA/AN","Yes",803.571733658354,2013
"13297","18-24","27","Female","NH NA/AN","Yes",0,2013
"13298","25-34","27","Female","NH NA/AN","Yes",0,2013
"13299","35-44","27","Female","NH NA/AN","Yes",851.513216881432,2013
"13300","45-54","27","Female","NH NA/AN","Yes",452.456594399803,2013
"13301","55-64","27","Female","NH NA/AN","Yes",934.988538660289,2013
"13302",">65","27","Female","NH NA/AN","Yes",170.671483219911,2013
"13303","18-24","28","Female","NH NA/AN","Yes",0,2013
"13304","25-34","28","Female","NH NA/AN","Yes",1157.6663011024,2013
"13305","35-44","28","Female","NH NA/AN","Yes",0,2013
"13306","45-54","28","Female","NH NA/AN","Yes",91.1516567773404,2013
"13307","55-64","28","Female","NH NA/AN","Yes",55.3251596406111,2013
"13308",">65","28","Female","NH NA/AN","Yes",435.568349485397,2013
"13309","18-24","29","Female","NH NA/AN","Yes",0,2013
"13310","25-34","29","Female","NH NA/AN","Yes",0,2013
"13311","35-44","29","Female","NH NA/AN","Yes",337.596931369726,2013
"13312","45-54","29","Female","NH NA/AN","Yes",726.156129275459,2013
"13313","55-64","29","Female","NH NA/AN","Yes",902.296700831582,2013
"13314",">65","29","Female","NH NA/AN","Yes",54.8341666858884,2013
"13315","18-24","30","Female","NH NA/AN","Yes",0,2013
"13316","25-34","30","Female","NH NA/AN","Yes",0,2013
"13317","35-44","30","Female","NH NA/AN","Yes",415.533695666544,2013
"13318","45-54","30","Female","NH NA/AN","Yes",755.109904821629,2013
"13319","55-64","30","Female","NH NA/AN","Yes",1213.16291367666,2013
"13320",">65","30","Female","NH NA/AN","Yes",797.114268941232,2013
"13321","18-24","31","Female","NH NA/AN","Yes",0,2013
"13322","25-34","31","Female","NH NA/AN","Yes",0,2013
"13323","35-44","31","Female","NH NA/AN","Yes",181.640000890585,2013
"13324","45-54","31","Female","NH NA/AN","Yes",83.4624017468285,2013
"13325","55-64","31","Female","NH NA/AN","Yes",285.388289761657,2013
"13326",">65","31","Female","NH NA/AN","Yes",267.363704884437,2013
"13327","18-24","32","Female","NH NA/AN","Yes",0,2013
"13328","25-34","32","Female","NH NA/AN","Yes",0,2013
"13329","35-44","32","Female","NH NA/AN","Yes",0,2013
"13330","45-54","32","Female","NH NA/AN","Yes",1143.40816757352,2013
"13331","55-64","32","Female","NH NA/AN","Yes",438.256905263655,2013
"13332",">65","32","Female","NH NA/AN","Yes",478.15186886401,2013
"13333","18-24","33","Female","NH NA/AN","Yes",0,2013
"13334","25-34","33","Female","NH NA/AN","Yes",0,2013
"13335","35-44","33","Female","NH NA/AN","Yes",0,2013
"13336","45-54","33","Female","NH NA/AN","Yes",578.891946943585,2013
"13337","55-64","33","Female","NH NA/AN","Yes",0,2013
"13338",">65","33","Female","NH NA/AN","Yes",120.697479418073,2013
"13339","18-24","34","Female","NH NA/AN","Yes",0,2013
"13340","25-34","34","Female","NH NA/AN","Yes",0,2013
"13341","35-44","34","Female","NH NA/AN","Yes",1980.11374621942,2013
"13342","45-54","34","Female","NH NA/AN","Yes",0,2013
"13343","55-64","34","Female","NH NA/AN","Yes",3369.68556499971,2013
"13344",">65","34","Female","NH NA/AN","Yes",701.90374309857,2013
"13345","18-24","35","Female","NH NA/AN","Yes",0,2013
"13346","25-34","35","Female","NH NA/AN","Yes",230.923545852697,2013
"13347","35-44","35","Female","NH NA/AN","Yes",620.942010257725,2013
"13348","45-54","35","Female","NH NA/AN","Yes",1545.53826956417,2013
"13349","55-64","35","Female","NH NA/AN","Yes",3220.83328461565,2013
"13350",">65","35","Female","NH NA/AN","Yes",2753.2137396216,2013
"13351","18-24","36","Female","NH NA/AN","Yes",0,2013
"13352","25-34","36","Female","NH NA/AN","Yes",0,2013
"13353","35-44","36","Female","NH NA/AN","Yes",0,2013
"13354","45-54","36","Female","NH NA/AN","Yes",0,2013
"13355","55-64","36","Female","NH NA/AN","Yes",4963.69327857983,2013
"13356",">65","36","Female","NH NA/AN","Yes",0,2013
"13357","18-24","37","Female","NH NA/AN","Yes",0,2013
"13358","25-34","37","Female","NH NA/AN","Yes",129.726414232482,2013
"13359","35-44","37","Female","NH NA/AN","Yes",2442.95383831529,2013
"13360","45-54","37","Female","NH NA/AN","Yes",349.696769224182,2013
"13361","55-64","37","Female","NH NA/AN","Yes",3422.20286969907,2013
"13362",">65","37","Female","NH NA/AN","Yes",1993.82733337896,2013
"13363","18-24","38","Female","NH NA/AN","Yes",0,2013
"13364","25-34","38","Female","NH NA/AN","Yes",40.1908625411937,2013
"13365","35-44","38","Female","NH NA/AN","Yes",410.068597177842,2013
"13366","45-54","38","Female","NH NA/AN","Yes",638.787398519054,2013
"13367","55-64","38","Female","NH NA/AN","Yes",668.798911111588,2013
"13368",">65","38","Female","NH NA/AN","Yes",936.351670653829,2013
"13369","18-24","39","Female","NH NA/AN","Yes",0,2013
"13370","25-34","39","Female","NH NA/AN","Yes",2495.66065323252,2013
"13371","35-44","39","Female","NH NA/AN","Yes",0,2013
"13372","45-54","39","Female","NH NA/AN","Yes",0,2013
"13373","55-64","39","Female","NH NA/AN","Yes",0,2013
"13374",">65","39","Female","NH NA/AN","Yes",3824.84397958827,2013
"13375","18-24","40","Female","NH NA/AN","Yes",0,2013
"13376","25-34","40","Female","NH NA/AN","Yes",1906.57667719816,2013
"13377","35-44","40","Female","NH NA/AN","Yes",2074.31117212205,2013
"13378","45-54","40","Female","NH NA/AN","Yes",6078.03283380409,2013
"13379","55-64","40","Female","NH NA/AN","Yes",5986.49509633372,2013
"13380",">65","40","Female","NH NA/AN","Yes",6501.01048908599,2013
"13381","18-24","41","Female","NH NA/AN","Yes",0,2013
"13382","25-34","41","Female","NH NA/AN","Yes",0,2013
"13383","35-44","41","Female","NH NA/AN","Yes",0,2013
"13384","45-54","41","Female","NH NA/AN","Yes",0,2013
"13385","55-64","41","Female","NH NA/AN","Yes",455.795291174141,2013
"13386",">65","41","Female","NH NA/AN","Yes",2643.28158690909,2013
"13387","18-24","42","Female","NH NA/AN","Yes",0,2013
"13388","25-34","42","Female","NH NA/AN","Yes",0,2013
"13389","35-44","42","Female","NH NA/AN","Yes",0,2013
"13390","45-54","42","Female","NH NA/AN","Yes",3182.9691744286,2013
"13391","55-64","42","Female","NH NA/AN","Yes",613.5105388363,2013
"13392",">65","42","Female","NH NA/AN","Yes",1796.32661682497,2013
"13393","18-24","44","Female","NH NA/AN","Yes",0,2013
"13394","25-34","44","Female","NH NA/AN","Yes",0,2013
"13395","35-44","44","Female","NH NA/AN","Yes",317.302962047701,2013
"13396","45-54","44","Female","NH NA/AN","Yes",117.759306559087,2013
"13397","55-64","44","Female","NH NA/AN","Yes",342.910219000862,2013
"13398",">65","44","Female","NH NA/AN","Yes",69.7172295910046,2013
"13399","18-24","45","Female","NH NA/AN","Yes",0,2013
"13400","25-34","45","Female","NH NA/AN","Yes",0,2013
"13401","35-44","45","Female","NH NA/AN","Yes",0,2013
"13402","45-54","45","Female","NH NA/AN","Yes",549.884235670069,2013
"13403","55-64","45","Female","NH NA/AN","Yes",1825.03221332062,2013
"13404",">65","45","Female","NH NA/AN","Yes",793.907233788731,2013
"13405","18-24","46","Female","NH NA/AN","Yes",0,2013
"13406","25-34","46","Female","NH NA/AN","Yes",29.1281168876567,2013
"13407","35-44","46","Female","NH NA/AN","Yes",314.097395612425,2013
"13408","45-54","46","Female","NH NA/AN","Yes",1451.02869257423,2013
"13409","55-64","46","Female","NH NA/AN","Yes",1026.16037746371,2013
"13410",">65","46","Female","NH NA/AN","Yes",850.482142463064,2013
"13411","18-24","47","Female","NH NA/AN","Yes",0,2013
"13412","25-34","47","Female","NH NA/AN","Yes",0,2013
"13413","35-44","47","Female","NH NA/AN","Yes",0,2013
"13414","45-54","47","Female","NH NA/AN","Yes",4501.77101691503,2013
"13415","55-64","47","Female","NH NA/AN","Yes",0,2013
"13416",">65","47","Female","NH NA/AN","Yes",1600.4514413283,2013
"13417","18-24","48","Female","NH NA/AN","Yes",0,2013
"13418","25-34","48","Female","NH NA/AN","Yes",0,2013
"13419","35-44","48","Female","NH NA/AN","Yes",0,2013
"13420","45-54","48","Female","NH NA/AN","Yes",1249.42341876406,2013
"13421","55-64","48","Female","NH NA/AN","Yes",0,2013
"13422",">65","48","Female","NH NA/AN","Yes",8687.39767089915,2013
"13423","18-24","49","Female","NH NA/AN","Yes",0,2013
"13424","25-34","49","Female","NH NA/AN","Yes",173.430747417617,2013
"13425","35-44","49","Female","NH NA/AN","Yes",0,2013
"13426","45-54","49","Female","NH NA/AN","Yes",219.006938638276,2013
"13427","55-64","49","Female","NH NA/AN","Yes",0,2013
"13428",">65","49","Female","NH NA/AN","Yes",709.400780271361,2013
"13429","18-24","50","Female","NH NA/AN","Yes",0,2013
"13430","25-34","50","Female","NH NA/AN","Yes",0,2013
"13431","35-44","50","Female","NH NA/AN","Yes",0,2013
"13432","45-54","50","Female","NH NA/AN","Yes",99.6885154038538,2013
"13433","55-64","50","Female","NH NA/AN","Yes",63.518925612099,2013
"13434",">65","50","Female","NH NA/AN","Yes",154.04783843604,2013
"13435","18-24","51","Female","NH NA/AN","Yes",0,2013
"13436","25-34","51","Female","NH NA/AN","Yes",0,2013
"13437","35-44","51","Female","NH NA/AN","Yes",0,2013
"13438","45-54","51","Female","NH NA/AN","Yes",1621.81614385735,2013
"13439","55-64","51","Female","NH NA/AN","Yes",237.847936205665,2013
"13440",">65","51","Female","NH NA/AN","Yes",1968.21486268537,2013
"13441","18-24","53","Female","NH NA/AN","Yes",0,2013
"13442","25-34","53","Female","NH NA/AN","Yes",70.2614208111574,2013
"13443","35-44","53","Female","NH NA/AN","Yes",227.531100071277,2013
"13444","45-54","53","Female","NH NA/AN","Yes",2513.42419504422,2013
"13445","55-64","53","Female","NH NA/AN","Yes",1976.11635972032,2013
"13446",">65","53","Female","NH NA/AN","Yes",2446.76860116765,2013
"13447","18-24","54","Female","NH NA/AN","Yes",0,2013
"13448","25-34","54","Female","NH NA/AN","Yes",0,2013
"13449","35-44","54","Female","NH NA/AN","Yes",0,2013
"13450","45-54","54","Female","NH NA/AN","Yes",257.936801970887,2013
"13451","55-64","54","Female","NH NA/AN","Yes",0,2013
"13452",">65","54","Female","NH NA/AN","Yes",0,2013
"13453","18-24","55","Female","NH NA/AN","Yes",0,2013
"13454","25-34","55","Female","NH NA/AN","Yes",0,2013
"13455","35-44","55","Female","NH NA/AN","Yes",475.862189387152,2013
"13456","45-54","55","Female","NH NA/AN","Yes",43.4202766934696,2013
"13457","55-64","55","Female","NH NA/AN","Yes",543.412645920481,2013
"13458",">65","55","Female","NH NA/AN","Yes",247.43173643101,2013
"13459","18-24","56","Female","NH NA/AN","Yes",0,2013
"13460","25-34","56","Female","NH NA/AN","Yes",0,2013
"13461","35-44","56","Female","NH NA/AN","Yes",0,2013
"13462","45-54","56","Female","NH NA/AN","Yes",346.533179496082,2013
"13463","55-64","56","Female","NH NA/AN","Yes",592.799168084378,2013
"13464",">65","56","Female","NH NA/AN","Yes",56.8311508481477,2013
"13465","18-24","1","Male","Hispanic","Yes",0,2013
"13466","25-34","1","Male","Hispanic","Yes",1810.4970128998,2013
"13467","35-44","1","Male","Hispanic","Yes",2598.10865216023,2013
"13468","45-54","1","Male","Hispanic","Yes",0,2013
"13469","55-64","1","Male","Hispanic","Yes",2240.43766369233,2013
"13470",">65","1","Male","Hispanic","Yes",0,2013
"13471","18-24","2","Male","Hispanic","Yes",0,2013
"13472","25-34","2","Male","Hispanic","Yes",0,2013
"13473","35-44","2","Male","Hispanic","Yes",0,2013
"13474","45-54","2","Male","Hispanic","Yes",944.976281753948,2013
"13475","55-64","2","Male","Hispanic","Yes",970.36442238292,2013
"13476",">65","2","Male","Hispanic","Yes",482.418529469154,2013
"13477","18-24","4","Male","Hispanic","Yes",12731.3874948306,2013
"13478","25-34","4","Male","Hispanic","Yes",4015.74736179281,2013
"13479","35-44","4","Male","Hispanic","Yes",6703.08681411592,2013
"13480","45-54","4","Male","Hispanic","Yes",25251.0390295036,2013
"13481","55-64","4","Male","Hispanic","Yes",26393.3571610965,2013
"13482",">65","4","Male","Hispanic","Yes",14987.4208526988,2013
"13483","18-24","5","Male","Hispanic","Yes",0,2013
"13484","25-34","5","Male","Hispanic","Yes",0,2013
"13485","35-44","5","Male","Hispanic","Yes",92.4287279624941,2013
"13486","45-54","5","Male","Hispanic","Yes",3551.86981878081,2013
"13487","55-64","5","Male","Hispanic","Yes",1278.76532210742,2013
"13488",">65","5","Male","Hispanic","Yes",2245.74267960299,2013
